,OverallError
0,4.070704460144043
1,4.095755577087402
2,4.098511219024658
3,4.0900702476501465
4,4.097289562225342
5,4.100934982299805
6,4.098512649536133
7,4.098000526428223
8,4.093571186065674
9,4.086291790008545
