,OverallError
0,3.6495416164398193
1,3.6491775512695312
2,3.6504032611846924
3,3.6504738330841064
4,3.6520724296569824
5,3.650023937225342
6,3.6516077518463135
7,3.6504313945770264
8,3.6506409645080566
9,3.651132822036743
