,OverallError
0,3.4386208057403564
1,3.4543488025665283
2,3.475102186203003
3,3.483494997024536
4,3.45672607421875
5,3.448162078857422
6,3.4557063579559326
7,3.450883388519287
8,3.41582989692688
9,3.467421770095825
