,OverallError
0,3.9173827171325684
1,3.9170358180999756
2,3.908717393875122
3,3.9188523292541504
4,3.9192404747009277
5,3.9229326248168945
6,3.917401075363159
7,3.9171178340911865
8,3.914538621902466
9,3.9257256984710693
