,OverallError
0,3.5758934020996094
1,3.5755741596221924
2,3.575735569000244
3,3.575286865234375
4,3.575298309326172
5,3.576014757156372
6,3.5745882987976074
7,3.576375961303711
8,3.570300340652466
9,3.574227809906006
