,OverallError
0,3.720917224884033
1,4.140172481536865
2,3.6963348388671875
3,4.136386871337891
4,3.7055602073669434
5,4.144869804382324
6,4.137420177459717
7,4.138042449951172
8,3.7055039405822754
9,3.711785078048706
