,OverallError
0,3.840108871459961
1,3.842261791229248
2,3.8416996002197266
3,3.8427467346191406
4,3.8431854248046875
5,3.838662624359131
6,3.842470645904541
7,3.84205961227417
8,3.8424041271209717
9,3.8433914184570312
