,OverallError
0,3.793348789215088
1,3.794715166091919
2,3.7883551120758057
3,3.7935707569122314
4,3.7844748497009277
5,3.781231641769409
6,3.794476270675659
7,3.7977983951568604
8,3.800283193588257
9,3.799065589904785
