,OverallError
0,3.958646297454834
1,3.941143751144409
2,3.9421193599700928
3,3.952421188354492
4,3.9750173091888428
5,3.9509763717651367
6,3.9447600841522217
7,3.9689383506774902
8,3.9393749237060547
9,3.9622819423675537
