,OverallError
0,3.9120354652404785
1,3.9227795600891113
2,3.909078598022461
3,3.923473834991455
4,3.8967578411102295
5,3.9117789268493652
6,3.9137980937957764
7,3.9229722023010254
8,3.9140639305114746
9,3.915611982345581
