,OverallError
0,4.027717113494873
1,4.028646469116211
2,4.028811931610107
3,4.012784957885742
4,4.0302653312683105
5,4.0144500732421875
6,4.013325214385986
7,4.018440246582031
8,4.029432773590088
9,4.020995616912842
