,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,470453369962496.0,283127700258816.0,187325703258112.0,0.02556152269244194,0.0260009765625
1,531496297299968.0,281214275551232.0,250282021748736.0,0.02424316480755806,0.02556152269244194
2,562410767253504.0,282008760614912.0,280402006638592.0,0.02414550818502903,0.02421874925494194
3,458771830669312.0,198693441503232.0,260078355611648.0,0.02670898474752903,0.025146484375
4,444368691396608.0,208622030159872.0,235746627682304.0,0.0252685546875,0.02495117112994194
5,517387497504768.0,269372077637632.0,248015436644352.0,0.02470703050494194,0.02475585974752903
6,457879316332544.0,204802176843776.0,253077089157120.0,0.02541503868997097,0.02546386793255806
7,468998718226432.0,244217393709056.0,224781274185728.0,0.0245361328125,0.0250244140625
8,674381336412160.0,296801231962112.0,377580070895616.0,0.02458496019244194,0.0255126953125
9,493841043947520.0,160848353951744.0,332992639664128.0,0.024658203125,0.02541503868997097
