,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,3.3302526473999023,1.66828191280365,1.6619702577590942,0.3739124536514282,0.3797052502632141
1,3.3221893310546875,1.6624114513397217,1.6597777605056763,0.37892845273017883,0.38132545351982117
2,3.3137521743774414,1.6599464416503906,1.6538058519363403,0.3810369372367859,0.3866077661514282
3,3.323748826980591,1.660435438156128,1.6633130311965942,0.380859375,0.3782848119735718
4,3.3254952430725098,1.6645970344543457,1.6608986854553223,0.3770862817764282,0.38059303164482117
5,3.3172190189361572,1.6616584062576294,1.6555609703063965,0.3795720934867859,0.38503196835517883
6,3.328202962875366,1.6673249006271362,1.6608779430389404,0.3746892809867859,0.3806596100330353
7,3.3130712509155273,1.6575831174850464,1.6554875373840332,0.38314542174339294,0.3850763440132141
8,3.3297271728515625,1.6696017980575562,1.6601253747940063,0.3723588287830353,0.3811478912830353
9,3.321402072906494,1.6607921123504639,1.660610318183899,0.380615234375,0.3807483911514282
