,OverallError
0,3.7244553565979004
1,3.728219985961914
2,3.7266857624053955
3,3.727806568145752
4,3.7228245735168457
5,3.7257657051086426
6,3.725271224975586
7,3.726835250854492
8,3.7228915691375732
9,3.7284018993377686
