,OverallError
0,3.926454782485962
1,3.9231202602386475
2,3.920724630355835
3,3.921006202697754
4,3.9225077629089355
5,3.92290997505188
6,4.316046714782715
7,3.9223709106445312
8,3.9212515354156494
9,3.9214749336242676
