,OverallError
0,3.912534475326538
1,3.923856496810913
2,3.9244985580444336
3,3.9222655296325684
4,3.923280954360962
5,3.921542167663574
6,3.924039602279663
7,3.9161882400512695
8,3.924146890640259
9,4.31876802444458
