,OverallError
0,3.9142372608184814
1,3.910602569580078
2,3.921140193939209
3,3.9202303886413574
4,3.914363145828247
5,3.9220168590545654
6,3.9074459075927734
7,3.923154354095459
8,3.9075541496276855
9,3.8913512229919434
