,OverallError
0,3.92324161529541
1,3.9212734699249268
2,3.9234442710876465
3,3.9230358600616455
4,3.9251646995544434
5,3.9235737323760986
6,3.9250478744506836
7,3.922733783721924
8,3.9214303493499756
9,3.9193766117095947
