,OverallError
0,3.8280322551727295
1,3.810060501098633
2,3.8276870250701904
3,3.836071014404297
4,3.8403332233428955
5,3.842409610748291
6,3.8288846015930176
7,3.8274426460266113
8,3.833517551422119
9,3.8424384593963623
