,OverallError
0,3.921043872833252
1,3.9093127250671387
2,3.9191222190856934
3,3.9104182720184326
4,3.9191672801971436
5,3.9190666675567627
6,3.9220783710479736
7,3.9204413890838623
8,3.9198784828186035
9,3.915376663208008
