,OverallError
0,3.958285093307495
1,3.9789297580718994
2,3.9679346084594727
3,3.9731106758117676
4,3.954277515411377
5,3.972224712371826
6,3.960918426513672
7,3.974128246307373
8,3.9668664932250977
9,3.9475648403167725
