,OverallError
0,3.999408721923828
1,4.013029098510742
2,3.9971537590026855
3,3.9863228797912598
4,4.004309177398682
5,4.010690689086914
6,4.0005903244018555
7,4.0008368492126465
8,4.007598400115967
9,4.008602142333984
