,OverallError
0,3.5212883949279785
1,3.521353244781494
2,3.5216288566589355
3,3.5196380615234375
4,3.523500442504883
5,3.5211596488952637
6,3.5197300910949707
7,3.5196101665496826
8,3.5214335918426514
9,3.523571491241455
