,OverallError
0,3.5877082347869873
1,3.5898170471191406
2,3.6257567405700684
3,3.5880038738250732
4,3.6165518760681152
5,3.618624210357666
6,3.607356548309326
7,3.628249406814575
8,3.557023525238037
9,3.6208724975585938
