,OverallError
0,3.7727367877960205
1,4.1454010009765625
2,3.775590419769287
3,3.7786431312561035
4,3.7737698554992676
5,3.773258686065674
6,3.7595932483673096
7,3.771009922027588
8,3.775721311569214
9,3.777271270751953
