,OverallError,Anger.Self_Error,Disgust.Self_Error,Fear.Self_Error,Happiness.Self_Error,Sadness.Self_Error,Surprise.Self_Error,Anger.Self_Accuracy,Disgust.Self_Accuracy,Fear.Self_Accuracy,Happiness.Self_Accuracy,Sadness.Self_Accuracy,Surprise.Self_Accuracy
0,8.318029403686523,1.3863285779953003,1.3863627910614014,1.386325716972351,1.3862711191177368,1.386348843574524,1.38639235496521,0.25249022245407104,0.24965819716453552,0.2542968690395355,0.2505859434604645,0.24672850966453552,0.24970702826976776
1,8.31840991973877,1.3864634037017822,1.3864388465881348,1.386565089225769,1.3860939741134644,1.3866167068481445,1.3862321376800537,0.24672850966453552,0.24980469048023224,0.24819335341453552,0.2562011778354645,0.247314453125,0.25239259004592896
2,8.317956924438477,1.3863871097564697,1.386365532875061,1.3863613605499268,1.3862992525100708,1.386246681213379,1.3862978219985962,0.24897460639476776,0.25224608182907104,0.2510742247104645,0.24990233778953552,0.2508300840854645,0.24667969346046448
3,8.317870140075684,1.3862053155899048,1.3862134218215942,1.3862931728363037,1.386397123336792,1.3863483667373657,1.3864127397537231,0.25068360567092896,0.25439453125,0.25458985567092896,0.25068360567092896,0.24770507216453552,0.24882812798023224
4,8.31859016418457,1.3863608837127686,1.386505365371704,1.3867895603179932,1.3861675262451172,1.3863087892532349,1.386458396911621,0.25239259004592896,0.24492187798023224,0.24301758408546448,0.2572265565395355,0.252197265625,0.25126951932907104
5,8.317773818969727,1.3862335681915283,1.3862844705581665,1.3863744735717773,1.3862947225570679,1.3862459659576416,1.386340856552124,0.25166016817092896,0.2528320252895355,0.24912109971046448,0.24946288764476776,0.2520996034145355,0.2511230409145355
6,8.318283081054688,1.3863437175750732,1.386315107345581,1.3863731622695923,1.386415958404541,1.3864142894744873,1.386421799659729,0.24858398735523224,0.2529296875,0.24838867783546448,0.24555663764476776,0.25102537870407104,0.25126951932907104
7,8.31804084777832,1.3863732814788818,1.3863528966903687,1.3862634897232056,1.3864612579345703,1.3863054513931274,1.3862848281860352,0.24560546875,0.25346678495407104,0.25410157442092896,0.24882812798023224,0.24931640923023224,0.2535644471645355
8,8.318367004394531,1.3864459991455078,1.3862828016281128,1.3864600658416748,1.3864352703094482,1.38643479347229,1.386307954788208,0.2511230409145355,0.25336915254592896,0.24575194716453552,0.24736328423023224,0.24931640923023224,0.25019532442092896
9,8.318052291870117,1.3864282369613647,1.386326551437378,1.3862419128417969,1.3863352537155151,1.3863894939422607,1.3863298892974854,0.24492187798023224,0.25126951932907104,0.2572265565395355,0.2501464784145355,0.2520507872104645,0.24931640923023224
