,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,3.0811166763305664,1.5348317623138428,1.5462846755981445,0.441802978515625,0.44122314453125
1,3.2630486488342285,1.6280597448349,1.6349886655807495,0.39495849609375,0.388824462890625
2,3.1335320472717285,1.5762670040130615,1.557264804840088,0.430419921875,0.436187744140625
3,3.310791254043579,1.655417799949646,1.6553730964660645,0.388214111328125,0.389434814453125
4,3.293478012084961,1.6466503143310547,1.6468278169631958,0.395294189453125,0.3956298828125
5,3.1071763038635254,1.552438735961914,1.5547374486923218,0.4210205078125,0.4205322265625
6,3.3026299476623535,1.6531097888946533,1.6495202779769897,0.38983154296875,0.3934326171875
7,3.149629592895508,1.5735666751861572,1.5760629177093506,0.420135498046875,0.418609619140625
8,3.2234296798706055,1.6102148294448853,1.6132147312164307,0.391021728515625,0.38922119140625
9,3.1560556888580322,1.580411672592163,1.5756440162658691,0.417510986328125,0.41595458984375
