,OverallError
0,3.725048542022705
1,3.7297515869140625
2,3.726378917694092
3,3.727424144744873
4,3.7285614013671875
5,4.142124176025391
6,3.7292425632476807
7,3.7288753986358643
8,3.729403257369995
9,3.7293334007263184
