,OverallError
0,3.7308382987976074
1,3.7320780754089355
2,3.7306289672851562
3,3.7310972213745117
4,3.7319793701171875
5,3.7314841747283936
6,3.731290578842163
7,3.731255054473877
8,3.725902795791626
9,3.7322568893432617
