,OverallError
0,4.379613399505615
1,3.9590871334075928
2,4.383690357208252
3,3.960024118423462
4,3.9459550380706787
5,3.959599256515503
6,3.9520256519317627
7,3.957624912261963
8,3.960747003555298
9,3.959713935852051
