,OverallError
0,3.912073850631714
1,3.901238441467285
2,3.9099788665771484
3,3.912282705307007
4,3.8994946479797363
5,3.9204165935516357
6,3.91632342338562
7,3.9126133918762207
8,3.91698956489563
9,3.917809247970581
