,OverallError
0,3.9402096271514893
1,3.9394307136535645
2,4.388253211975098
3,3.939925193786621
4,3.9391932487487793
5,3.939803123474121
6,3.9331538677215576
7,3.93123722076416
8,3.941319704055786
9,3.9367098808288574
