,OverallError
0,3.9226136207580566
1,3.908646583557129
2,3.9140279293060303
3,3.911729574203491
4,3.922772169113159
5,3.8958747386932373
6,3.9212045669555664
7,3.90289306640625
8,3.919679880142212
9,3.921804904937744
