,OverallError,PANAS.Positive_Error,PANAS.Negative_Error,PANAS.Positive_Accuracy,PANAS.Negative_Accuracy
0,35304337408.0,20095678464.0,15208664064.0,0.026012074202299118,0.024525035172700882
1,22239592448.0,11306843136.0,10932749312.0,0.025501597672700882,0.025257457047700882
2,50884186112.0,27345825792.0,23538362368.0,0.025412820279598236,0.024769175797700882
3,24738349056.0,13456113664.0,11282233344.0,0.024125533178448677,0.025346236303448677
4,62959697920.0,31220054016.0,31739639808.0,0.023903585970401764,0.024436257779598236
5,61430460416.0,29831313408.0,31599144960.0,0.02483575977385044,0.024636007845401764
6,19241318400.0,10242628608.0,8998691840.0,0.023881392553448677,0.025035511702299118
7,70152642560.0,37073752064.0,33078882304.0,0.02594549022614956,0.02521306835114956
8,60994830336.0,29978525696.0,31016306688.0,0.02570134960114956,0.02483575977385044
9,33399623680.0,14066014208.0,19333613568.0,0.025035511702299118,0.02410333789885044
