,OverallError
0,3.9084579944610596
1,3.9216678142547607
2,3.909036636352539
3,3.916673183441162
4,3.9197959899902344
5,3.9030489921569824
6,3.9192070960998535
7,3.9070117473602295
8,3.9099555015563965
9,3.9127357006073
