,Response.Self_Predicted,Response.Self_Actual
0,0.0,5.4765625
1,0.0,5.4765625
2,0.0,5.4765625
3,0.0,5.4765625
4,0.0,5.4765625
5,0.0,5.4765625
6,0.0,5.4765625
7,0.0,5.4765625
8,0.0,5.4765625
9,0.0,5.4765625
10,0.0,5.4765625
11,0.0,5.4765625
12,0.0,5.4765625
13,0.0,5.4765625
14,0.0,5.4765625
15,0.0,5.4765625
16,0.0,5.4765625
17,0.0,5.4765625
18,0.0,5.4765625
19,0.0,5.4765625
20,0.0,5.4765625
21,0.0,5.4765625
22,0.0,5.4765625
23,0.0,5.4765625
24,0.0,5.4765625
25,0.0,5.4765625
26,0.0,5.4765625
27,0.0,5.4765625
28,0.0,5.4765625
29,0.0,5.4765625
30,0.0,5.4765625
31,0.0,5.4765625
32,0.0,5.4765625
33,0.0,5.4765625
34,0.0,5.4765625
35,0.0,5.4765625
36,0.0,5.4765625
37,0.0,5.4765625
38,0.0,5.4765625
39,0.0,5.4765625
40,0.0,5.4765625
41,0.0,5.4765625
42,0.0,5.4765625
43,0.0,5.4765625
44,0.0,5.4765625
45,0.0,5.4765625
46,0.0,5.4765625
47,0.0,5.4765625
48,0.0,5.4765625
49,0.0,5.4765625
50,0.0,5.4765625
51,0.0,5.4765625
52,0.0,5.4765625
53,0.0,5.4765625
54,0.0,5.4765625
55,0.0,5.4765625
56,0.0,5.4765625
57,0.0,5.4765625
58,0.0,5.4765625
59,0.0,5.4765625
60,0.0,5.4765625
61,0.0,5.4765625
62,0.0,5.4765625
63,0.0,5.4765625
64,0.0,5.4765625
65,0.0,5.4765625
66,0.0,5.4765625
67,0.0,5.4765625
68,0.0,5.4765625
69,0.0,5.4765625
70,0.0,1.5812499999999998
71,0.0,1.5812499999999998
72,0.0,1.5812499999999998
73,0.0,1.5812499999999998
74,0.0,1.5812499999999998
75,0.0,1.5812499999999998
76,0.0,1.5812499999999998
77,0.0,1.5812499999999998
78,0.0,1.5812499999999998
79,0.0,1.5812499999999998
80,0.0,1.5812499999999998
81,0.0,1.5812499999999998
82,0.0,1.5812499999999998
83,0.0,1.5812499999999998
84,0.0,1.5812499999999998
85,0.0,1.5812499999999998
86,0.0,1.5812499999999998
87,0.0,1.5812499999999998
88,0.0,7.7078125
89,0.0,7.7078125
90,0.0,7.7078125
91,0.0,7.7078125
92,0.0,7.7078125
93,0.0,7.7078125
94,0.0,7.7078125
95,0.0,7.7078125
96,0.0,7.7078125
97,0.0,7.7078125
98,0.0,7.7078125
99,0.0,7.7078125
100,0.0,7.7078125
101,0.0,7.7078125
102,0.0,7.7078125
103,0.0,7.7078125
104,0.0,7.7078125
105,0.0,7.7078125
106,0.0,7.7078125
107,0.0,7.7078125
108,0.0,7.7078125
109,0.0,7.7078125
110,0.0,7.7078125
111,0.0,7.7078125
112,0.0,6.625
113,0.0,6.625
114,0.0,6.625
115,0.0,6.625
116,0.0,6.625
117,0.0,6.625
118,0.0,6.625
119,0.0,6.625
120,0.0,6.625
121,0.0,6.625
122,0.0,6.625
123,0.0,6.625
124,0.0,6.625
125,0.0,6.625
126,0.0,6.625
127,0.0,6.625
128,0.0,6.625
129,0.0,6.625
130,0.0,6.625
131,0.0,6.625
132,0.0,6.625
133,0.0,6.625
134,0.0,6.625
135,0.0,6.625
136,0.0,6.625
137,0.0,6.625
138,0.0,6.625
139,0.0,6.625
140,0.0,6.625
141,0.0,6.625
142,0.0,6.625
143,0.0,6.625
144,0.0,6.625
145,0.0,6.625
146,0.0,6.625
147,0.0,6.625
148,0.0,6.625
149,0.0,6.625
150,0.0,6.625
151,0.0,6.625
152,0.0,6.625
153,0.0,6.625
154,0.0,6.625
155,0.0,6.625
156,0.0,6.625
157,0.0,6.625
158,0.0,6.625
159,0.0,6.625
160,0.0,6.625
161,0.0,6.625
162,0.0,5.5843750000000005
163,0.0,5.5843750000000005
164,0.0,5.5843750000000005
165,0.0,5.5843750000000005
166,0.0,7.6421875
167,0.0,7.6421875
168,0.0,7.6421875
169,0.0,7.6421875
170,0.0,7.6421875
171,0.0,7.6421875
172,0.0,7.6421875
173,0.0,7.6421875
174,0.0,7.6421875
175,0.0,7.642187500000001
176,0.0,7.6421875
