,Response.Self_Predicted,Response.Self_Actual
0,3.750727891921997,2.07578125
1,3.750727891921997,4.0796875
2,3.750727891921997,1.0
3,3.750727891921997,2.08
4,3.750727891921997,2.07578125
5,3.750727891921997,1.0796875
6,3.750727891921997,7.0375000000000005
7,3.750727891921997,4.617578125
8,3.750727891921997,4.979687500000001
9,3.750727891921997,2.940625
10,3.750727891921997,7.54609375
11,3.750727891921997,3.2125000000000004
12,3.750727891921997,3.03625
13,3.750727891921997,5.11328125
14,3.750727891921997,3.9671875
15,3.750727891921997,4.6234375
16,3.750727891921997,1.99140625
17,3.750727891921997,2.9350000000000005
18,3.750727891921997,6.3765625
19,3.750727891921997,2.03359375
20,3.750727891921997,1.0
21,3.750727891921997,3.428125
22,3.750727891921997,5.03875
23,3.750727891921997,4.0421875
24,3.750727891921997,3.2125000000000004
25,3.750727891921997,2.06875
26,3.750727891921997,4.84375
27,3.750727891921997,9.494921875
28,3.750727891921997,1.0
29,3.750727891921997,5.6078125
30,3.750727891921997,5.785937499999999
31,3.750727891921997,2.03125
32,3.750727891921997,7.15234375
33,3.750727891921997,2.99125
34,3.750727891921997,3.07
35,3.750727891921997,6.973750000000001
36,3.750727891921997,6.90859375
37,3.750727891921997,4.979687500000001
38,3.750727891921997,2.6078125
39,3.750727891921997,1.0
40,3.750727891921997,6.521875
41,3.750727891921997,5.2375
42,3.750727891921997,1.0
43,3.750727891921997,6.2453125
44,3.750727891921997,1.99140625
45,3.750727891921997,1.5203125
46,3.750727891921997,2.0125
47,3.750727891921997,3.87578125
48,3.750727891921997,4.734765625
49,3.750727891921997,1.5625
50,3.750727891921997,3.746875
51,3.750727891921997,3.025
52,3.750727891921997,7.2015625000000005
53,3.750727891921997,4.1171875
54,3.750727891921997,2.1578125000000004
55,3.750727891921997,5.08375
56,3.750727891921997,2.528125
57,3.750727891921997,3.5171875
58,3.750727891921997,5.460625
59,3.750727891921997,6.1046875
60,3.750727891921997,1.028125
61,3.750727891921997,1.0
62,3.750727891921997,9.56875
63,3.750727891921997,2.378125
64,3.750727891921997,3.8125
65,3.750727891921997,3.03625
66,3.750727891921997,7.809765625
67,3.750727891921997,2.9289062500000003
68,3.750727891921997,6.8725
69,3.750727891921997,8.0078125
70,3.750727891921997,1.99140625
71,3.750727891921997,3.6625
72,3.750727891921997,4.6234375
73,3.750727891921997,4.6234375
74,3.750727891921997,7.885937500000001
75,3.750727891921997,4.051562499999999
76,3.750727891921997,3.2921875000000003
77,3.750727891921997,6.6671875
78,3.750727891921997,6.6484375
79,3.750727891921997,4.1171875
80,3.750727891921997,1.99140625
81,3.750727891921997,3.025
82,3.750727891921997,8.053749999999999
83,3.750727891921997,3.053125
84,3.750727891921997,7.271875
85,3.750727891921997,2.0187500000000003
86,3.750727891921997,4.1640625
87,3.750727891921997,2.6453125
88,3.750727891921997,3.03625
89,3.750727891921997,5.546875
90,3.750727891921997,1.4921875
91,3.750727891921997,2.0125
92,3.750727891921997,3.025
93,3.750727891921997,3.04375
94,3.750727891921997,4.97125
95,3.750727891921997,6.130000000000001
96,3.750727891921997,1.72421875
97,3.750727891921997,1.5015625
98,3.750727891921997,7.15
99,3.750727891921997,8.053749999999999
100,3.750727891921997,3.63925
101,3.750727891921997,3.025
102,3.750727891921997,2.3828125
103,3.750727891921997,7.0046875
104,3.750727891921997,1.99140625
105,3.750727891921997,6.71875
106,3.750727891921997,3.0953125
107,3.750727891921997,1.85078125
108,3.750727891921997,1.2953125
109,3.750727891921997,7.08625
110,3.750727891921997,1.0
111,3.750727891921997,3.93625
112,3.750727891921997,2.9350000000000005
113,3.750727891921997,5.06125
114,3.750727891921997,2.940625
115,3.750727891921997,3.03625
116,3.750727891921997,6.130000000000001
117,3.750727891921997,2.98984375
118,3.750727891921997,3.025
119,3.750727891921997,7.965624999999999
120,3.750727891921997,2.9350000000000005
121,3.750727891921997,7.271875
122,3.750727891921997,4.0421875
123,3.750727891921997,2.940625
124,3.750727891921997,2.0640625
125,3.750727891921997,5.7250000000000005
126,3.750727891921997,6.8968750000000005
127,3.750727891921997,6.0062500000000005
128,3.750727891921997,3.146875
129,3.750727891921997,7.01875
130,3.750727891921997,1.99140625
131,3.750727891921997,1.0
132,3.750727891921997,1.5203125000000002
133,3.750727891921997,4.0703125
134,3.750727891921997,3.03625
135,3.750727891921997,1.62109375
136,3.750727891921997,3.7890625
137,3.750727891921997,2.0828125
138,3.750727891921997,3.025
139,3.750727891921997,5.95
140,3.750727891921997,4.6421875
141,3.750727891921997,1.7359375
142,3.750727891921997,3.03625
143,3.750727891921997,5.9275
144,3.750727891921997,1.0
145,3.750727891921997,5.6921875
146,3.750727891921997,2.2796875
147,3.750727891921997,4.05625
148,3.750727891921997,4.0703125
149,3.750727891921997,2.5609375
150,3.750727891921997,3.0025
151,3.750727891921997,2.7390625
152,3.750727891921997,3.053125
153,3.750727891921997,5.016249999999999
154,3.750727891921997,3.025
155,3.750727891921997,4.1171875
156,3.750727891921997,6.5125
157,3.750727891921997,3.025
158,3.750727891921997,1.984375
159,3.750727891921997,3.053125
160,3.750727891921997,5.8539062500000005
161,3.750727891921997,3.953125
162,3.750727891921997,4.6234375
163,3.750727891921997,1.0
164,3.750727891921997,2.06875
165,3.750727891921997,3.025
166,3.750727891921997,3.025
167,3.750727891921997,4.0703125
168,3.750727891921997,5.171875
169,3.750727891921997,5.016249999999999
170,3.750727891921997,7.956250000000001
171,3.750727891921997,6.3765625
172,3.750727891921997,2.9350000000000005
173,3.750727891921997,3.7890625
174,3.750727891921997,2.90125
175,3.750727891921997,2.1484375
176,3.750727891921997,3.925
177,3.750727891921997,2.6734375
178,3.750727891921997,3.2218750000000003
179,3.750727891921997,3.2125000000000004
180,3.750727891921997,2.3042968750000004
181,3.750727891921997,2.0125
182,3.750727891921997,3.746875
183,3.750727891921997,3.2125000000000004
184,3.750727891921997,1.309375
185,3.750727891921997,7.71015625
186,3.750727891921997,3.025
187,3.750727891921997,5.08375
188,3.750727891921997,2.978125
189,3.750727891921997,5.790625
190,3.750727891921997,2.940625
191,3.750727891921997,1.0
192,3.750727891921997,2.9912499999999995
193,3.750727891921997,7.01875
194,3.750727891921997,6.0062500000000005
195,3.750727891921997,2.51875
196,3.750727891921997,1.72421875
197,3.750727891921997,8.9875
198,3.750727891921997,3.4
199,3.750727891921997,2.35
200,3.750727891921997,1.0
201,3.750727891921997,6.8125
202,3.750727891921997,2.0125
203,3.750727891921997,1.928125
204,3.750727891921997,2.035
205,3.750727891921997,3.240625
206,3.750727891921997,4.6234375
207,3.750727891921997,6.629687499999999
208,3.750727891921997,5.03125
209,3.750727891921997,1.665625
210,3.750727891921997,1.28125
211,3.750727891921997,6.11875
212,3.750727891921997,3.97
213,3.750727891921997,3.03625
214,3.750727891921997,2.07578125
215,3.750727891921997,2.0828125
216,3.750727891921997,5.7250000000000005
217,3.750727891921997,3.025
218,3.750727891921997,1.99140625
219,3.750727891921997,2.940625
220,3.750727891921997,3.746875
221,3.750727891921997,3.0025
222,3.750727891921997,3.2921875000000003
223,3.750727891921997,4.11484375
224,3.750727891921997,1.07734375
225,3.750727891921997,2.0640625
226,3.750727891921997,1.0
227,3.750727891921997,6.0062500000000005
228,3.750727891921997,3.66484375
229,3.750727891921997,4.7828125
230,3.750727891921997,1.40078125
231,3.750727891921997,6.321484375
232,3.750727891921997,1.0
233,3.750727891921997,2.415625
234,3.750727891921997,1.0
235,3.750727891921997,1.0796875
236,3.750727891921997,5.14375
237,3.750727891921997,5.016249999999999
238,3.750727891921997,6.2359375
239,3.750727891921997,8.1765625
240,3.750727891921997,3.0475
241,3.750727891921997,4.97125
242,3.750727891921997,4.522656250000001
243,3.750727891921997,6.9484375
244,3.750727891921997,1.0
245,3.750727891921997,3.934375
246,3.750727891921997,2.08984375
247,3.750727891921997,3.03625
248,3.750727891921997,6.4421875
249,3.750727891921997,1.07734375
250,3.750727891921997,4.051562499999999
251,3.750727891921997,1.2953125
252,3.750727891921997,3.053125
253,3.750727891921997,2.725
254,3.750727891921997,6.207812499999999
255,3.750727891921997,7.4453125
256,3.750727891921997,1.5812499999999998
257,3.750727891921997,5.03875
258,3.750727891921997,5.95
259,3.750727891921997,6.067187499999999
260,3.750727891921997,1.0
261,3.750727891921997,5.082812499999999
262,3.750727891921997,3.053125
263,3.750727891921997,7.9975
264,3.750727891921997,2.3828125
265,3.750727891921997,4.5625
266,3.750727891921997,1.3468749999999998
267,3.750727891921997,2.4765625
268,3.750727891921997,3.0812500000000003
269,3.750727891921997,8.2
270,3.750727891921997,4.97125
271,3.750727891921997,2.023046875
272,3.750727891921997,2.4296875
273,3.750727891921997,1.0
274,3.750727891921997,1.0
275,3.750727891921997,3.859375
276,3.750727891921997,2.6734375
277,3.750727891921997,2.940625
278,3.750727891921997,1.0
279,3.750727891921997,2.2515625
280,3.750727891921997,2.528125
281,3.750727891921997,2.078125
282,3.750727891921997,4.11484375
283,3.750727891921997,3.053125
284,3.750727891921997,3.1375
285,3.750727891921997,1.45
286,3.750727891921997,5.6734375
287,3.750727891921997,2.2515625
288,3.750727891921997,3.1140625
289,3.750727891921997,1.5812499999999998
290,3.750727891921997,4.018750000000001
291,3.750727891921997,6.207812499999999
292,3.750727891921997,1.72421875
293,3.750727891921997,3.953125
294,3.750727891921997,7.0328125
295,3.750727891921997,3.025
296,3.750727891921997,2.07578125
297,3.750727891921997,1.8859375
298,3.750727891921997,2.988671875
299,3.750727891921997,4.979687500000001
