,OverallError,PANAS.Interested_Error,PANAS.Distressed_Error,PANAS.Excited_Error,PANAS.Upset_Error,PANAS.Strong_Error,PANAS.Guilty_Error,PANAS.Scared_Error,PANAS.Hostile_Error,PANAS.Enthusiastic_Error,PANAS.Proud_Error,PANAS.Irritable_Error,PANAS.Alert_Error,PANAS.Ashamed_Error,PANAS.Inspired_Error,PANAS.Nervous_Error,PANAS.Determined_Error,PANAS.Attentive_Error,PANAS.Jittery_Error,PANAS.Active_Error,PANAS.Afraid_Error,PANAS.Interested_Accuracy,PANAS.Distressed_Accuracy,PANAS.Excited_Accuracy,PANAS.Upset_Accuracy,PANAS.Strong_Accuracy,PANAS.Guilty_Accuracy,PANAS.Scared_Accuracy,PANAS.Hostile_Accuracy,PANAS.Enthusiastic_Accuracy,PANAS.Proud_Accuracy,PANAS.Irritable_Accuracy,PANAS.Alert_Accuracy,PANAS.Ashamed_Accuracy,PANAS.Inspired_Accuracy,PANAS.Nervous_Accuracy,PANAS.Determined_Accuracy,PANAS.Attentive_Accuracy,PANAS.Jittery_Accuracy,PANAS.Active_Accuracy,PANAS.Afraid_Accuracy
0,14.783655166625977,1.1941373348236084,1.1007763147354126,1.1435279846191406,1.4933899450397803e-08,0.8839915990829468,1.0415531548346735e-08,0.7239165306091309,2.488376615872312e-08,0.9294120073318481,1.1965774297714233,0.5731697678565979,0.9635899662971497,0.4200795888900757,1.1616870164871216,0.8256129026412964,0.7213987112045288,0.9470505714416504,0.9737682342529297,1.0249577760696411,4.562024535914588e-09,0.785614013671875,0.7314453125,0.771331787109375,1.0,0.790802001953125,1.0,0.928680419921875,1.0,0.701507568359375,0.78472900390625,0.927825927734375,0.84326171875,0.888519287109375,0.77032470703125,0.834197998046875,0.686920166015625,0.842010498046875,0.843658447265625,0.707122802734375,1.0
1,28.69076919555664,2.1765296459198,0.8400578498840332,2.295236587524414,6.173648703367007e-09,3.2340798377990723,1.4370014067566217e-09,1.1263089179992676,1.4588293906214744e-09,1.9069894552230835,2.0756101608276367,1.1144733428955078,1.8699970245361328,0.938833475112915,2.2203288078308105,1.473066806793213,1.4657189846038818,1.9826380014419556,2.129735231399536,1.8411632776260376,3.3760438888918998e-09,0.78094482421875,0.716278076171875,0.74066162109375,1.0,0.8187255859375,1.0,0.897247314453125,1.0,0.67254638671875,0.780487060546875,0.897705078125,0.8475341796875,0.88775634765625,0.739410400390625,0.8114013671875,0.654998779296875,0.84771728515625,0.848175048828125,0.6622314453125,1.0
2,11.299654960632324,0.5308054089546204,0.705838143825531,0.6554664373397827,2.1827869373103326e-11,0.6562508344650269,0.0,0.4767499566078186,4.4383335895403775e-10,1.4512206315994263,0.5261806845664978,0.4534570276737213,0.2946869730949402,0.355150043964386,0.6422497630119324,0.9439614415168762,1.7007219791412354,0.28406089544296265,0.2843780517578125,1.3384760618209839,7.89441234605448e-10,0.82147216796875,0.72528076171875,0.800048828125,1.0,0.733428955078125,1.0,0.8685302734375,1.0,0.66357421875,0.820953369140625,0.861907958984375,0.886444091796875,0.86407470703125,0.8011474609375,0.7623291015625,0.63214111328125,0.888214111328125,0.88775634765625,0.7001953125,1.0
3,19.104904174804688,1.7212486267089844,0.8550171852111816,1.5897501707077026,3.637978460147018e-11,2.2427852153778076,4.3655742215653603e-11,0.5359659790992737,0.0,0.8650146722793579,1.7742352485656738,0.5321332812309265,1.2965583801269531,0.8340096473693848,1.5580620765686035,0.9796590805053711,0.9120137691497803,1.2696011066436768,1.313018560409546,0.8258324265480042,1.4551914361005114e-11,0.762847900390625,0.741058349609375,0.77532958984375,1.0,0.814056396484375,1.0,0.9283447265625,1.0,0.78411865234375,0.763031005859375,0.92889404296875,0.827056884765625,0.85870361328125,0.773284912109375,0.828704833984375,0.714508056640625,0.826141357421875,0.826385498046875,0.751922607421875,1.0
4,14.84477424621582,1.2508440017700195,0.7808824777603149,1.1570290327072144,9.684293367229202e-09,1.1211493015289307,2.03035348533831e-08,0.31122133135795593,2.428310175162096e-08,1.0403541326522827,1.2295712232589722,0.31366899609565735,1.0100343227386475,0.5448004603385925,1.164968490600586,0.8528284430503845,0.9632859826087952,1.0371787548065186,1.027965784072876,1.0389909744262695,1.6010735848226432e-08,0.8046875,0.735504150390625,0.780792236328125,1.0,0.793060302734375,1.0,0.947509765625,1.0,0.730987548828125,0.80535888671875,0.947845458984375,0.860107421875,0.83270263671875,0.78167724609375,0.78955078125,0.714385986328125,0.859832763671875,0.85955810546875,0.7628173828125,1.0
5,23.67026138305664,1.806558609008789,0.8910737037658691,2.22116756439209,2.2700974433575993e-09,1.3248661756515503,3.237800305644356e-10,0.7126603722572327,0.0,1.3842172622680664,1.791089415550232,0.7294169664382935,1.7804436683654785,0.581911563873291,2.241312026977539,1.3627461194992065,1.8868986368179321,1.7409906387329102,1.7172205448150635,1.4976894855499268,4.3655742215653603e-11,0.78759765625,0.741302490234375,0.74810791015625,1.0,0.8067626953125,1.0,0.90728759765625,1.0,0.703765869140625,0.7869873046875,0.90765380859375,0.855682373046875,0.89385986328125,0.750030517578125,0.827117919921875,0.6292724609375,0.85498046875,0.85516357421875,0.697723388671875,1.0
6,11.81536865234375,0.850212812423706,0.5647570490837097,0.7718689441680908,3.878079191110828e-09,0.9491917490959167,3.0267950368312313e-09,0.44087451696395874,7.377795707697032e-09,1.169533610343933,0.8573724031448364,0.44482097029685974,0.5514827966690063,0.4366609454154968,0.8405072689056396,0.7233251929283142,0.968990683555603,0.5576217174530029,0.5635054111480713,1.1246424913406372,4.380117601954225e-09,0.7657470703125,0.721160888671875,0.78485107421875,1.0,0.8326416015625,1.0,0.92315673828125,1.0,0.749725341796875,0.7694091796875,0.92132568359375,0.880126953125,0.886688232421875,0.784454345703125,0.831024169921875,0.686614990234375,0.8797607421875,0.8802490234375,0.69732666015625,1.0
7,9.459819793701172,0.6357078552246094,0.7889165878295898,0.4860582947731018,1.4180812968334067e-08,0.9371240735054016,6.1845568666285544e-09,0.3878874182701111,7.0722263600941915e-09,0.8812487721443176,0.626179575920105,0.38816893100738525,0.3451322615146637,0.3350777328014374,0.5002818703651428,0.5932459831237793,1.0613834857940674,0.34057438373565674,0.33233240246772766,0.8204997181892395,9.342320694827322e-09,0.84332275390625,0.751678466796875,0.846221923828125,1.0,0.837371826171875,1.0,0.912017822265625,1.0,0.767303466796875,0.845703125,0.91192626953125,0.921478271484375,0.8892822265625,0.84576416015625,0.835601806640625,0.699127197265625,0.92047119140625,0.92041015625,0.784210205078125,1.0
8,17.11008071899414,1.3196897506713867,0.6860659122467041,1.3342150449752808,1.2181910733488621e-06,1.797947883605957,4.6122880803523003e-07,0.8264926075935364,9.79420747171389e-07,1.2189661264419556,1.311286211013794,0.7930648326873779,0.9799878597259521,0.43730562925338745,1.2816258668899536,1.1652679443359375,0.8884522318840027,0.9807376265525818,0.9815686941146851,1.1074033975601196,5.354613108465855e-07,0.779022216796875,0.741363525390625,0.7529296875,1.0,0.74798583984375,1.0,0.8660888671875,1.0,0.730010986328125,0.778839111328125,0.860382080078125,0.83319091796875,0.868408203125,0.7523193359375,0.761016845703125,0.7060546875,0.833038330078125,0.832489013671875,0.740264892578125,1.0
9,19.926647186279297,1.3158388137817383,1.227657437324524,1.3407080173492432,4.336102676916198e-08,1.462689757347107,6.359540805078723e-08,0.7293104529380798,4.930545571824041e-08,1.6862657070159912,1.324013352394104,0.7542241215705872,1.0805777311325073,0.68722003698349,1.3355908393859863,1.503645420074463,1.735649824142456,1.0304601192474365,1.0139312744140625,1.6988648176193237,2.8292543419183858e-08,0.780426025390625,0.7347412109375,0.776641845703125,1.0,0.803436279296875,1.0,0.918975830078125,1.0,0.62713623046875,0.783203125,0.9188232421875,0.842681884765625,0.87908935546875,0.777069091796875,0.830169677734375,0.597900390625,0.8438720703125,0.842864990234375,0.6103515625,1.0
